TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
Tha Sao,7402,Krathum Baen,74,Samut Sakhon,13.623,100.24
Khon San,3613,Khon San,36,Chaiyaphum,16.61,101.921
Tabing,9407,Sai Buri,94,Pattani,6.681,101.589
Khlong Khoi,1206,Pak Kret,12,Nonthaburi,13.959,100.45
Na Kluea,2004,Bang Lamung,20,Chon Buri,12.955,100.909
Non Rang,4501,Mueang Roi Et,45,Roi Et,16.002,103.664
Tha Sao,7105,Tha Maka,71,Kanchanaburi,13.843,99.805
Ban Kok,3404,Khueang Nai,34,Ubon Ratchathani,15.489,104.464
Nakhon Sawan Ok,6001,Mueang Nakhon Sawan,60,Nakhon Sawan,15.633,100.132
Ban Nai Dong,7605,Tha Yang,76,Phetchaburi,12.949,99.941
Kho Sai,1703,Khai Bang Rachan,17,Sing Buri,14.817,100.281
Thung Pha Suk,5603,Chiang Kham,56,Phayao,19.473,100.291
Nong No,1901,Mueang Saraburi,19,Saraburi,14.489,100.861
Khlong Noi,1416,Ban Phraek,14,Phra Nakhon Si Ayutthaya,14.627,100.553
Mae Chai,5607,Mae Chai ,56,Phayao,19.33,99.846
Map Khae,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.864,100.073
Don Phi,7004,Damnoen Saduak,70,Ratchaburi,13.551,100.009
,1011,Lat Krabang,10,Bangkok,13.753,100.723
Na Pang,5514,Phu Phiang,55,Nan,18.696,100.801
Nong Sung Nuea,4907,Nong Sung,49,Mukdahan,16.491,104.36
Nong Ruea,3501,Mueang Yasothon,35,Yasothon,15.861,104.207
Phimonrat,1204,Bang Bua Thong,12,Nonthaburi,13.934,100.366
Sadawa,9410,Yarang,94,Pattani,6.821,101.311
Muang Wan,1905,Nong Saeng,19,Saraburi,14.476,100.836
Makok Wan,1604,Chai Badan,16,Lop Buri,15.059,101.077
Nong Chom,5014,San Sai,50,Chiang Mai,18.852,99.023
Kut Pla Khao,4606,Khao Wong,46,Kalasin,16.715,104.115
Lam Phak Kut,1303,Thanyaburi,13,Pathum Thani,14.036,100.779
Hua Toei,8417,Phunphin,84,Surat Thani,9.136,99.163
San Klang,5012,San Pa Tong,50,Chiang Mai,18.665,98.871
Phon Kho,3301,Mueang Si Sa Ket,33,Si Sa Ket,15.015,104.369
Boek Phrai,7005,Ban Pong,70,Ratchaburi,13.819,99.851
Bang Boribun,2501,Mueang Prachin Buri,25,Prachin Buri,14.039,101.429
Sang Sok,1906,Ban Mo,19,Saraburi,14.622,100.754
,1032,Prawet,10,Bangkok,13.68,100.689
Sala,5203,Ko kha,52,Lampang,18.196,99.413
Samet,3212,Samrong Thap,32,Surin,15.092,103.875
Pak Raet,7005,Ban Pong,70,Ratchaburi,13.833,99.89
Nong Din Daeng,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.786,99.991
Makrut,9402,Khok Pho,94,Pattani,6.738,101.119
Rangsit,1303,Thanyaburi,13,Pathum Thani,14.018,100.731
Uthai Kao,6104,Nong Chang,61,Uthai Thani,15.408,99.8
Thung Satok,5012,San Pa Tong,50,Chiang Mai,18.586,98.849
,1003,Nong Chok,10,Bangkok,13.872,100.81
Phrachao,4518,Chiang Khwan,45,Roi Et,16.128,103.741
,1102,Bang Bo,11,Samut Prakarn,13.624,100.935
Pa Fa,4517,Changhan,45,Roi Et,16.14,103.637
,1047,Bang Na,10,Bangkok,13.672,100.616
Thap Thiang,9201,Mueang Trang,92,Trang,7.559,99.616
Kaset Phatthana,7403,Ban Phaeo,74,Samut Sakhon,13.666,100.153
Chanot,4906,Wan Yai,49,Mukdahan,16.68,104.733
Mae Ing,5609,Phu Kamyao,56,Phayao,19.241,99.989
Dong Ta-Ngao,1907,Don Phut,19,Saraburi,14.624,100.599
Phue Yai,3321,Pho Si Suwan,33,Si Sa Ket,15.233,104.111
Nong Kae,6101,Mueang Uthai Thani,61,Uthai Thani,15.417,99.974
Thung Khla,9407,Sai Buri,94,Pattani,6.718,101.528
Ban Kaeng,1913,Chaloem Phra Kiet,19,Saraburi,14.582,100.936
Nong Phok,4505,Thawat Buri,45,Roi Et,16.099,103.767
,1023,Nong Khaem,10,Bangkok,13.714,100.351
Sala Klang,1202,Bang Kruai,12,Nonthaburi,13.81,100.358
Khao Ngam,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.249,100.8
Wang Krachom,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.176,101.212
Phang Yang,9007,Ranot,90,Songkhla,7.721,100.354
Ban Mae,5012,San Pa Tong,50,Chiang Mai,18.626,98.854
Huai Khaen,3016,Huai Thalaeng,30,Nakhon Ratchasima,14.985,102.687
Ko Phayam,8501,Mueang Ranong,85,Ranong,9.736,98.405
Pradu,3212,Samrong Thap,32,Surin,15.039,103.952
In Khiri,8002,Phrom Khiri,80,Nakhon Si Thammarat,8.54,99.874
Pho Nang Dam Tok,1804,Sapphaya,18,Chai Nat,15.084,100.272
Samet Nuea,2402,Bang Khla,24,Chachoengsao,13.673,101.201
Na Ta Luang,9201,Mueang Trang,92,Trang,7.584,99.596
Bunkoet,5605,Dok Khamtai,56,Phayao,19.134,99.998
Mahapho,6006,Kao Liao,60,Nakhon Sawan,15.828,100.104
Pa Sak,5608,Phu Sang,56,Phayao,19.622,100.37
Thung Phong,6104,Nong Chang,61,Uthai Thani,15.425,99.843
Bang Chang,7306,Sam Phran,73,Nakhon Pathom,13.702,100.2
Khlong Mai,9410,Yarang,94,Pattani,6.735,101.262
Chong Tha Non,9303,Khao Chaison,93,Phatthalung,7.489,100.194
Bana,9401,Mueang Pattani,94,Pattani,6.866,101.289
Bang Mafo,6002,Krok Phra,60,Nakhon Sawan,15.594,100.081
Khlong Mai,7306,Sam Phran,73,Nakhon Pathom,13.734,100.174
Ratsadon Phatthana,1507,Samko,15,Ang Thong,14.605,100.293
Phu Kha,1606,Ban Mi,16,Lop Buri,14.953,100.598
Mae Yang Tan,5402,Mueang Phrae,54,Phrae,18.304,100.257
Tha Mai,7105,Tha Maka,71,Kanchanaburi,13.906,99.801
Bang Phra,2401,Mueang Chachoengsao,24,Chachoengsao,13.653,101.02
Tham Nop,9015,Singhanakhon,90,Songkhla,7.246,100.506
Huai Khamin,1903,Nong Khae,19,Saraburi,14.381,100.871
Ang Thong,9311,Srinagarindra,93,Phatthalung,7.554,99.971
Bang Khu Rat,1204,Bang Bua Thong,12,Nonthaburi,13.907,100.351
Warin Chamrap,3415,Warin Chamrap,34,Ubon Ratchathani,15.2,104.853
Trang,9405,Mayo,94,Pattani,6.693,101.375
Hin Pak,1606,Ban Mi,16,Lop Buri,15.048,100.592
Tali-Ai,9409,Yaring,94,Pattani,6.789,101.389
Wang Manao,7008,Pak Tho,70,Ratchaburi,13.341,99.802
Rat Phatthana,4408,Phayakkhaphum Phisai,44,Maha Sarakham,15.506,103.31
,1041,Lak Si,10,Bangkok,13.883,100.564
Talung,1601,Mueang Lop Buri,16,Lop Buri,14.737,100.601
Khlong Pang,9209,Ratsada,92,Trang,7.987,99.645
Don Kam,1805,Sankhaburi,18,Chai Nat,14.966,100.236
Ban Yang,1910,Sao Hai,19,Saraburi,14.582,100.816
Don Faek,7303,Nakhon Chai Si,73,Nakhon Pathom,13.859,100.244
Chum Phon,9002,Sathing Phra,90,Songkhla,7.603,100.385
Sam Bandit,1414,Uthai,14,Phra Nakhon Si Ayutthaya,14.349,100.742
Wang Luek,6406,Si Samrong,64,Sukhothai,17.147,99.883
Khok Phra Chedi,7303,Nakhon Chai Si,73,Nakhon Pathom,13.726,100.126
Tha Chumphon,7007,Photharam,70,Ratchaburi,13.691,99.802
Nong Ian,4905,Khamcha-i,49,Mukdahan,16.616,104.453
Ban Na,2603,Ban Na,26,Nakhon Nayok,14.262,101.059
Pak Khao San,1901,Mueang Saraburi,19,Saraburi,14.49,100.913
Don Kloi,6105,Nong Khayang,61,Uthai Thani,15.389,99.903
Koto Tuera,9506,Raman,95,Yala,6.5,101.389
Samrong,3422,Samrong,34,Ubon Ratchathani,15.01,104.793
Kham Yat,1504,Pho Thong,15,Ang Thong,14.676,100.323
Charang,9409,Yaring,94,Pattani,6.843,101.45
Muang Lai,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.125,104.26
Thung Saeng Thong,3104,Nang Rong,31,Buri Ram,14.581,102.705
Bueng Sanan,1303,Thanyaburi,13,Pathum Thani,14.052,100.824
Ban Ram,8016,Hua Sai,80,Nakhon Si Thammarat,8.081,100.257
Phai Lio,1907,Don Phut,19,Saraburi,14.625,100.632
Tha Maphla,8604,Lang Suan,86,Chumphon,9.929,99.045
Pa Klang,5505,Pua,55,Nan,19.13,100.9
Bang Chana,8401,Mueang Surat Thani,84,Surat Thani,9.155,99.311
Thung Phueng,6105,Nong Khayang,61,Uthai Thani,15.422,99.934
Khong Yang,3018,Sung Noen,30,Nakhon Ratchasima,14.922,101.903
Tha Chang,1506,Wiset Chai Chan,15,Ang Thong,14.562,100.333
Bo Kradan,7008,Pak Tho,70,Ratchaburi,13.438,99.801
Khlong Yai,2302,Khlong Yai,23,Trat,11.774,102.889
Chamrae,7007,Photharam,70,Ratchaburi,13.738,99.809
,1045,Wang Thong Lang,10,Bangkok,13.779,100.609
,4520,Thung Khao Luang,45,Roi Et,16.039,103.889
Sa Kathiam,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.75,99.975
Namtan,1706,In Buri,17,Sing Buri,14.976,100.361
Hat Sung,6002,Krok Phra,60,Nakhon Sawan,15.503,99.989
Khao Chiak,9301,Mueang Phatthalung,93,Phatthalung,7.624,100.039
Nai Mueang,6201,Mueang Kamphaeng Phet,62,Kamphaeng Phet,16.473,99.528
Phai Tam,1903,Nong Khae,19,Saraburi,14.326,100.834
Don Tako,7001,Mueang Ratchaburi,70,Ratchaburi,13.509,99.792
Theppharat,2405,Ban Pho,24,Chachoengsao,13.641,100.982
Bua Loi,1903,Nong Khae,19,Saraburi,14.404,100.851
Ekkarat,1503,Pa Mok,15,Ang Thong,14.477,100.426
Kum Hak,1903,Nong Khae,19,Saraburi,14.312,100.863
,1011,Lat Krabang,10,Bangkok,13.753,100.754
Khung Krathin,7001,Mueang Ratchaburi,70,Ratchaburi,13.504,99.876
Dong Phraram,2501,Mueang Prachin Buri,25,Prachin Buri,14.072,101.394
Nong Hai,3301,Mueang Si Sa Ket,33,Si Sa Ket,15.007,104.427
Bang Man,1701,Mueang Sing Buri,17,Sing Buri,14.916,100.4
Lam Phaya,7305,Bang Len,73,Nakhon Pathom,13.954,100.199
That Phanom,4805,That Phanom,48,Nakhon Phanom,16.939,104.72
Klang Daet,6001,Mueang Nakhon Sawan,60,Nakhon Sawan,15.663,100.118
Ko Proet,2206,Laem Sing,22,Chanthaburi,12.415,102.144
Ban Kum,7207,Song Phi Nong,72,Suphan Buri,14.26,100.114
Nong Ya Plong,6102,Thap Than,61,Uthai Thani,15.495,99.909
Bang Chak,1506,Wiset Chai Chan,15,Ang Thong,14.502,100.33
Tha Pha,5203,Ko kha,52,Lampang,18.173,99.365
Ya Plong,3301,Mueang Si Sa Ket,33,Si Sa Ket,15.135,104.293
Wiang Yong,5101,Mueang Lamphun,51,Lamphun,18.558,99.009
,4518,Chiang Khwan,45,Roi Et,16.101,103.705
Na Thung,8601,Mueang Chumphon,86,Chumphon,10.5,99.196
Nong Ma,3321,Pho Si Suwan,33,Si Sa Ket,15.254,104.083
Si Wichai,8417,Phunphin,84,Surat Thani,9.162,99.213
Dong Phlap,1606,Ban Mi,16,Lop Buri,15.059,100.63
Nong Nam,5101,Mueang Lamphun,51,Lamphun,18.502,98.989
Pho Talat Kaeo,1605,Tha Wung,16,Lop Buri,14.795,100.558
Rasom,1409,Phachi,14,Phra Nakhon Si Ayutthaya,14.39,100.77
Na Khian,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.452,99.919
Samphan,2508,Si Maha Phot,25,Prachin Buri,13.997,101.48
Thoet Thai,4520,Thung Khao Luang,45,Roi Et,15.963,103.866
Huai Tha Chang,7602,Khao Yoi,76,Phetchaburi,13.136,99.8
Kut Nok Plao,1901,Mueang Saraburi,19,Saraburi,14.502,100.976
Thung Samo,7109,Phanom Thuan,71,Kanchanaburi,14.076,99.667
Wang Thong,6406,Si Samrong,64,Sukhothai,17.139,99.811
Si Suttho,4111,Ban Dung,41,Udon Thani,17.684,103.259
Pho Chon Kai,1702,Bang Rachan,17,Sing Buri,14.929,100.292
Ban Mai,1206,Pak Kret,12,Nonthaburi,13.93,100.546
Don Ya Nang,1409,Phachi,14,Phra Nakhon Si Ayutthaya,14.478,100.739
Ban Phai,4010,Ban Phai,40,Khon Kaen,16.063,102.728
Hua Thung,4012,Phon,40,Khon Kaen,15.879,102.556
Nong Bua,1906,Ban Mo,19,Saraburi,14.618,100.774
Bang Kaphi,1606,Ban Mi,16,Lop Buri,15.073,100.613
,1005,Bang Khen,10,Bangkok,13.868,100.606
Wang Mai Khon,6407,Sawankhalok,64,Sukhothai,17.31,99.807
Khuan Pring,9201,Mueang Trang,92,Trang,7.521,99.596
Laem Pradu,2405,Ban Pho,24,Chachoengsao,13.597,101.209
Kayo Mati,9603,Tak Bai,96,Narathiwat,6.545,101.625
Mae Sot,6306,Mae Sot,63,Tak,16.716,98.573
Nong Khanak,1402,Tha Ruea,14,Phra Nakhon Si Ayutthaya,14.512,100.732
Ban Kao,2005,Phan Thong,20,Chon Buri,13.454,101.059
,1046,Khlong Sam Wa,10,Bangkok,13.861,100.786
Tao Lao,1413,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.34,100.319
Sam Ruean,7001,Mueang Ratchaburi,70,Ratchaburi,13.603,99.86
La-Nga,9405,Mayo,94,Pattani,6.735,101.478
Ban Lueak,7007,Photharam,70,Ratchaburi,13.725,99.886
Lubo Baya,9604,Yi-ngo,96,Narathiwat,6.422,101.663
Wang Daeng,1402,Tha Ruea,14,Phra Nakhon Si Ayutthaya,14.541,100.67
Khulu,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.601,105.021
Tuyong,9403,Nong Chik,94,Pattani,6.832,101.178
Ta Kat,3310,Uthumphon Phisai,33,Si Sa Ket,15.143,104.21
,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.479,99.932
Khlong Khwai,1307,Sam Khok,13,Pathum Thani,14.097,100.478
Sa Kamphaeng Yai,3310,Uthumphon Phisai,33,Si Sa Ket,15.093,104.128
Don Tro,8023,Chaloem Phra Kiet,80,Nakhon Si Thammarat,8.213,100.039
Fang Daeng,4805,That Phanom,48,Nakhon Phanom,16.914,104.675
Nikhom Phatthana,3305,Khukhan,33,Si Sa Ket,14.644,104.234
,6401,Mueang Sukhothai,64,Sukhothai,17.043,99.824
Pak Ro,9015,Singhanakhon,90,Songkhla,7.277,100.441
Ang Thong,7001,Mueang Ratchaburi,70,Ratchaburi,13.465,99.787
Don Phutsa,7304,Don Tum,73,Nakhon Pathom,13.936,100.124
Pak Nam,8601,Mueang Chumphon,86,Chumphon,10.414,99.245
Kut Sai Cho,4404,Kantharawichai,44,Maha Sarakham,16.283,103.38
Tha Yiam,6609,Sak Lek,66,Phichit,16.522,100.556
Bang Pa,7001,Mueang Ratchaburi,70,Ratchaburi,13.553,99.886
Nai Wong Tai,8502,La-un,85,Ranong,10.029,98.884
Optom,1507,Samko,15,Ang Thong,14.581,100.246
Hat Chao Samran,7601,Mueang Phetchaburi,76,Phetchaburi,13.007,100.044
Nong Nam Yai,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.474,100.311
Rong Kat,5404,Sung Men,54,Phrae,18.096,100.126
Su-Ngai Ko-Lok,9610,Su-ngai Kolok,96,Narathiwat,6.008,101.949
Chai Mongkhon,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.54,100.185
Ban Chaeng,4514,At Samat,45,Roi Et,15.865,103.925
Tha Nao,5514,Phu Phiang,55,Nan,18.731,100.791
Wang Takhian,2401,Mueang Chachoengsao,24,Chachoengsao,13.719,101.034
Hin Ngom,4301,Mueang Nong Khai,43,Nong Khai,17.94,102.849
Don Thong,1412,Sena,14,Phra Nakhon Si Ayutthaya,14.24,100.306
San Pu Loei,5005,Doi Saket,50,Chiang Mai,18.808,99.072
Sateng,9501,Mueang Yala,95,Yala,6.547,101.28
Ba-Ngoi Sinae,9505,Yaha,95,Yala,6.527,101.153
Ko Sathon,9602,Tak Bai,96,Narathiwat,6.22,102.059
Phayom,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.166,100.632
Kalong,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.483,100.13
Don Rae,7001,Mueang Ratchaburi,70,Ratchaburi,13.471,99.758
I Lam,3310,Uthumphon Phisai,33,Si Sa Ket,15.198,104.188
Sa Kaeo,4506,Phanom Phrai,45,Roi Et,15.704,104.08
,1102,Bang Bo,11,Samut Prakarn,13.672,100.881
Mo Mawi,9410,Yarang,94,Pattani,6.67,101.303
Khlong Phraya Banlue,1410,Lat Bua Luang,14,Phra Nakhon Si Ayutthaya,14.134,100.368
Khok Cha Ngai,9301,Mueang Phatthalung,93,Phatthalung,7.615,100.003
Ban Klang,9404,Panare,94,Pattani,6.839,101.521
,1102,Bang Bo,11,Samut Prakarn,13.574,100.9
,6601,Mueang Phichit,66,Phichit,16.453,100.366
Huai Sai,1903,Nong Khae,19,Saraburi,14.42,100.933
Phai Lom,1409,Phachi,14,Phra Nakhon Si Ayutthaya,14.474,100.693
Wara Nakhon,5505,Pua,55,Nan,19.176,100.947
Ban Bo,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.487,100.192
Pho Tru,1601,Mueang Lop Buri,16,Lop Buri,14.725,100.532
Phok Ruam,1701,Mueang Sing Buri,17,Sing Buri,14.944,100.394
San Sai,5701,Mueang Chiang Rai,57,Chiang Rai,19.855,99.805
Bang Kaeo,7607,Ban Laem,76,Phetchaburi,13.111,100.045
Khok Muang,1409,Phachi,14,Phra Nakhon Si Ayutthaya,14.428,100.75
Rai Khok,7606,Ban Lat,76,Phetchaburi,13.112,99.821
Phon Than,3504,Kham Khuean Kaeo,35,Yasothon,15.665,104.282
Wat Son,9007,Ranot,90,Songkhla,7.668,100.372
Che He,9602,Tak Bai,96,Narathiwat,6.257,102.051
,8101,Mueang Krabi,81,Krabi,8.09,98.905
Hat Yai,9011,Hat Yai,90,Songkhla,7.01,100.474
Nang Kaeo,7007,Photharam,70,Ratchaburi,13.697,99.768
Nong Sung,4907,Nong Sung,49,Mukdahan,16.459,104.361
Ban Ko,5301,Mueang Uttaradit,53,Uttaradit,17.579,100.117
Nai Mueang,6501,Mueang Phitsanulok,65,Phitsanulok,16.815,100.26
Phong Tuek,7105,Tha Maka,71,Kanchanaburi,13.869,99.776
Kadunong,9407,Sai Buri,94,Pattani,6.646,101.554
Yan Ta Khao,9203,Yan Ta Khao,92,Trang,7.406,99.674
Bang Rakam,7303,Nakhon Chai Si,73,Nakhon Pathom,13.756,100.134
Wihan Daeng,1904,Wihan Daeng,19,Saraburi,14.313,100.99
Tha Uthen,4803,Tha Uthen,48,Nakhon Phanom,17.576,104.591
Khao Raeng,7001,Mueang Ratchaburi,70,Ratchaburi,13.622,99.773
Wang Chula,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.229,100.758
Nong Bua,2201,Mueang Chanthaburi,22,Chanthaburi,12.534,102.101
Si Sa-At,3305,Khukhan,33,Si Sa Ket,14.754,104.102
Pen Suk,3204,Chom Phra,32,Surin,15.136,103.565
Rua Yai,7201,Mueang Saphan Buri,72,Suphan Buri,14.451,100.113
,1048,Thawi Watthana,10,Bangkok,13.758,100.348
Nong Lan,7105,Tha Maka,71,Kanchanaburi,14.037,99.827
Khung Phayom,7005,Ban Pong,70,Ratchaburi,13.797,99.83
Saen Chat,4517,Changhan,45,Roi Et,16.176,103.639
Phikun Ok,2603,Ban Na,26,Nakhon Nayok,14.244,101.027
Yarang,9410,Yarang,94,Pattani,6.769,101.299
Don Khlang,7004,Damnoen Saduak,70,Ratchaburi,13.619,99.974
Nong Bua,1803,Wat Sing,18,Chai Nat,15.283,100.013
That,3415,Warin Chamrap,34,Ubon Ratchathani,15.139,104.887
Phaya Khan,9301,Mueang Phatthalung,93,Phatthalung,7.652,100.107
Tha Kham,5401,Mueang Phrae,54,Phrae,18.229,100.126
Pulo Puyo,9403,Nong Chik,94,Pattani,6.774,101.194
Om Noi,7402,Krathum Baen,74,Samut Sakhon,13.702,100.308
Bannang Sareng,9501,Mueang Yala,95,Yala,6.48,101.258
Ban Phoeng,8012,Pak Phanang,80,Nakhon Si Thammarat,8.294,100.227
Nong Waeng Khuang,4516,Si Somdet,45,Roi Et,15.95,103.506
Sing,1702,Bang Rachan,17,Sing Buri,14.89,100.338
Wiang Tai,5803,Pai,58,Mae Hong Son,19.362,98.419
Daeng Mo,3404,Khueang Nai,34,Ubon Ratchathani,15.29,104.513
Thanon Khat,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.782,100.077
Ching Kho,9015,Singhanakhon,90,Songkhla,7.266,100.524
Phaisan,4505,Thawat Buri,45,Roi Et,16.026,103.817
Bua Kho,4401,Mueang Maha Sarakham,44,Maha Sarakham,15.986,103.278
Non Buri,4609,Sahatsakhan,46,Kalasin,16.706,103.491
Bang Krabue,1701,Mueang Sing Buri,17,Sing Buri,14.907,100.363
Ban Phaeo,7403,Ban Phaeo,74,Samut Sakhon,13.618,100.104
Lahan,1204,Bang Bua Thong,12,Nonthaburi,13.964,100.401
Pa Ching,9003,Chana,90,Songkhla,6.939,100.686
Phrom Nimit,6007,Takhli,60,Nakhon Sawan,15.175,100.393
Ban Cha,1702,Bang Rachan,17,Sing Buri,14.852,100.284
Nam Rat,5408,Nong Muang Khai,54,Phrae,18.268,100.138
,1023,Nong Khaem,10,Bangkok,13.68,100.358
Nong Tamlueng,2005,Phan Thong,20,Chon Buri,13.408,101.078
Wang Luang,5408,Nong Muang Khai,54,Phrae,18.294,100.115
Bang Kahai,2401,Mueang Chachoengsao,24,Chachoengsao,13.67,101.002
Nong Ki,3105,Nong Ki,31,Buri Ram,14.669,102.571
Chai So,4005,Chum Phae,40,Khon Kaen,16.514,102.14
Non Daeng,3602,Ban Khwao,36,Chaiyaphum,15.804,101.93
Nong Chang,6104,Nong Chang,61,Uthai Thani,15.397,99.854
Tha Rahat,7201,Mueang Saphan Buri,72,Suphan Buri,14.445,100.164
Wat Ko,6406,Si Samrong,64,Sukhothai,17.188,99.827
Bang Khu,1605,Tha Wung,16,Lop Buri,14.804,100.529
Phraek Ha,9305,Khuan Khanun,93,Phatthalung,7.654,100.01
Ban Cha-Uat,8019,Chulabhorn,80,Nakhon Si Thammarat,8.058,99.933
Ban Klang,5012,San Pa Tong,50,Chiang Mai,18.557,98.887
Kadae,8402,Kanchanadit,84,Surat Thani,9.181,99.465
Nong Mae Kai,1504,Pho Thong,15,Ang Thong,14.708,100.351
Sanam Yae,7105,Tha Maka,71,Kanchanaburi,13.954,99.851
Huai Aeng,4401,Mueang Maha Sarakham,44,Maha Sarakham,16.117,103.432
Ko Kaeo,8301,Mueang Phuket,83,Phuket,7.948,98.378
Chik Sang Thong,3309,Rasi Salai,33,Si Sa Ket,15.435,104.125
Na Khliang,8004,Chawang,80,Nakhon Si Thammarat,8.533,99.5
Talu Ban,9407,Sai Buri,94,Pattani,6.69,101.636
Phon Phaeng,4805,That Phanom,48,Nakhon Phanom,17.148,104.695
Chong Sakae,7601,Mueang Phetchaburi,76,Phetchaburi,13.105,99.997
Kong Khwai,5501,Mueang Nan,55,Nan,18.686,100.732
Thap Phueng,6406,Si Samrong,64,Sukhothai,17.084,99.83
Bang Klam,9014,Bang Klam,90,Songkhla,7.135,100.446
Nong Saeng,2602,Pak Phli,26,Nakhon Nayok,14.211,101.307
Wan Yao,2202,Khlung,22,Chanthaburi,12.439,102.234
Na Nak,9602,Tak Bai,96,Narathiwat,6.142,102.07
Balo,9506,Raman,95,Yala,6.448,101.445
Phron,9501,Mueang Yala,95,Yala,6.563,101.229
Phra Non,1403,Nakhon Luang,14,Phra Nakhon Si Ayutthaya,14.485,100.65
Sam Ko,1507,Samko,15,Ang Thong,14.606,100.252
Khok Lamphan,1601,Mueang Lop Buri,16,Lop Buri,14.74,100.64
Ao Yai,2301,Mueang Trat,23,Trat,12.078,102.562
Wang Khon Khwang,1603,Khok Samrong,16,Lop Buri,15.023,100.697
Khlong Noi,8401,Mueang Surat Thani,84,Surat Thani,9.135,99.251
Wang Nam Khiao,7302,Kamphaeng Saen,73,Nakhon Pathom,13.99,100.027
Tha Thong Mai,8402,Kanchanadit,84,Surat Thani,9.174,99.396
Nong Chabok,3001,Mueang Nakhon Ratchasima,30,Nakhon Ratchasima,14.916,102.064
I Se,3321,Pho Si Suwan,33,Si Sa Ket,15.269,104.009
Thong Thani,4505,Thawat Buri,45,Roi Et,16.103,103.853
Kut Khao,4605,Kuchinarai,46,Kalasin,16.506,104.001
Suwanakham,4707,Nikhom Nam un,47,Sakon Nakhon,17.155,103.712
Khun Han,3308,Khun Han,33,Si Sa Ket,14.635,104.371
Bang Sai,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.191,100.48
Nam Sai,4504,Chaturaphak Phiman,45,Roi Et,15.901,103.599
Mongkhontham Nimit,1507,Samko,15,Ang Thong,14.64,100.26
Map Pong,2005,Phan Thong,20,Chon Buri,13.431,101.121
Rong Wua Daeng,5013,San Kamphaeng,50,Chiang Mai,18.746,99.206
Puek Tian,7605,Tha Yang,76,Phetchaburi,12.943,100.014
,1046,Khlong Sam Wa,10,Bangkok,13.839,100.7
Mai Tra,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.164,100.473
Bang Rak Phatthana,1204,Bang Bua Thong,12,Nonthaburi,13.894,100.41
Don Yang,7601,Mueang Phetchaburi,76,Phetchaburi,13.015,99.976
Rawai,8301,Mueang Phuket,83,Phuket,7.793,98.321
Mae Ka,5012,San Pa Tong,50,Chiang Mai,18.574,98.939
Ko Phayam,8501,Mueang Ranong,85,Ranong,9.833,98.45
Bang Tanot,7007,Photharam,70,Ratchaburi,13.653,99.796
Bang Pao,9202,Kantang,92,Trang,7.402,99.549
Phraya Banlue,1410,Lat Bua Luang,14,Phra Nakhon Si Ayutthaya,14.161,100.395
San Pong,5007,Mae Rim,50,Chiang Mai,18.954,98.954
Thong Chai,7601,Mueang Phetchaburi,76,Phetchaburi,13.151,99.918
Nam Chiao,2305,Laem Ngop,23,Trat,12.209,102.436
Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.836,98.963
Yung Thalai,7209,U Thong,72,Suphan Buri,14.322,99.898
Mueang Pak,3014,Pak Thong Chai,30,Nakhon Ratchasima,14.719,102.055
Khok Salut,6505,Bang Krathum,65,Phitsanulok,16.577,100.245
Khuan Thani,9202,Kantang,92,Trang,7.512,99.563
Pho Thale,1703,Khai Bang Rachan,17,Sing Buri,14.829,100.257
Non Sa-At,4608,Huai Mek,46,Kalasin,16.538,103.314
Loeng Tai,4403,Kosum Phisai,44,Maha Sarakham,16.216,103.142
Na Thong,4405,Chiang Yuen,44,Maha Sarakham,16.389,103.059
Muang Chum,7106,Tha Muang,71,Kanchanaburi,13.937,99.617
Bang Nam Chuet,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.614,100.363
Dong Mueang,4411,Yang Sisurat,44,Maha Sarakham,15.649,103.146
Wang Khanai,7106,Tha Muang,71,Kanchanaburi,13.96,99.663
Yi-Ngo,9604,Yi-ngo,96,Narathiwat,6.382,101.703
Ban Rai,7004,Damnoen Saduak,70,Ratchaburi,13.606,99.909
Hua Ngua,3208,Sanom,32,Surin,15.124,103.838
Tha Khae,1601,Mueang Lop Buri,16,Lop Buri,14.865,100.619
