TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
Wang Chaphlu,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,16.011,99.639
Bang Nai Si,8205,Takua Pa,82,Phang-nga,8.914,98.324
Lum Rang,7103,Bo Phloi,71,Kanchanaburi,14.485,99.481
แจ่มหลวง,5025,Kanlayaniwatthana,50,Chiang Mai,19.011,98.218
Ban Yang,6507,Wat Bot,65,Phitsanulok,17.089,100.413
Wang Mi,3025,Wang Nam Khiao,30,Nakhon Ratchasima,14.474,101.769
Thung Chang,5508,Thung Chang,55,Nan,19.39,100.834
Suan Miang,6503,Chat Trakan,65,Phitsanulok,17.194,100.529
Thap Tai,7707,Hua Hin,77,Prachuap Khiri Khan,12.516,99.863
Rommani,8203,Kapong,82,Phang-nga,8.829,98.501
Takhian Thong,2210,Khao Khitchakut,22,Chanthaburi,12.903,102.132
Bo Rang,6705,Wichian Buri,67,Phetchabun,15.608,101.217
Ban Na,8601,Mueang Chumphon,86,Chumphon,10.437,98.952
Ratchakrut,8501,Mueang Ranong,85,Ranong,9.721,98.578
Samrong Mai,3106,Lahan Sai,31,Buri Ram,14.284,102.85
Tha Kum,2301,Mueang Trat,23,Trat,12.345,102.675
Huai Yae,3608,Nong Bua Rawe,36,Chaiyaphum,15.921,101.64
Khlong Yai,2204,Pong Nam Ron,22,Chanthaburi,12.873,102.476
Khao Phra,8005,Phipun,80,Nakhon Si Thammarat,8.634,99.615
Bo Nok,7701,Mueang Prachuap Khiri Khan,77,Prachuap Khiri Khan,11.996,99.771
Piang Luang,5020,Wiang Haeng,50,Chiang Mai,19.692,98.693
Ban Wiang,5402,Mueang Phrae,54,Phrae,18.208,100.381
Ron Thong,7704,Bang Saphan,77,Prachuap Khiri Khan,11.299,99.393
Bang Sawan,8416,Phrasaeng,84,Surat Thani,8.616,98.975
Na Khun Krai,6406,Si Samrong,64,Sukhothai,17.196,99.582
Rom Yen,5603,Chiang Kham,56,Phayao,19.517,100.406
Ban Thamniap,8408,Khiri Rat Nikhom,84,Surat Thani,8.868,98.968
Tabo,6701,Mueang Phetchabun,67,Phetchabun,16.322,101.299
Huai Krachao,7113,Huai Krachao,71,Kanchanaburi,14.312,99.618
Lak Dan,6709,Nam Nao,67,Phetchabun,16.937,101.477
Na Sai,5104,Li,51,Lamphun,17.687,98.97
Thung Phueng,5206,Chae Hom,52,Lampang,18.914,99.703
Si Sakhon,9607,Si Sakhon,96,Narathiwat,6.152,101.492
Lam Phaya Klang,1911,Muak Lek,19,Saraburi,14.871,101.367
Hin Kaeo,8602,Tha Sae,86,Chumphon,10.622,98.992
Wiang Tan,5212,Hang Chat,52,Lampang,18.408,99.277
Bo Phloi,7103,Bo Phloi,71,Kanchanaburi,14.305,99.466
Nam Som,4118,Nam Som,41,Udon Thani,17.715,102.092
Ban Sa,5206,Chae Hom,52,Lampang,18.592,99.561
Chong Khaep,6307,Phop Phra,63,Tak,16.512,98.749
Khlong Sa,8402,Kanchanadit,84,Surat Thani,8.976,99.626
Wang Thong,5207,Wang Nuea,52,Lampang,19.07,99.713
Khlong Phon,8104,Khlong Thom,81,Krabi,7.758,99.172
Huai So,5703,Chiang Khong,57,Chiang Rai,20.061,100.284
Ban Yaeng,6502,Nakhon Thai,65,Phitsanulok,16.942,100.71
Ko Chan,2011,Ko Chan,20,Chon Buri,13.403,101.421
Ban Rat,3003,Soeng Sang,30,Nakhon Ratchasima,14.247,102.474
Wang Nam Khiao,3025,Wang Nam Khiao,30,Nakhon Ratchasima,14.399,101.817
Pang Mapha,5807,Pang Mapha,58,Mae Hong Son,19.615,98.204
Yarom,9502,Betong,95,Yala,5.771,101.203
Na Khae,4122,Na Yung,41,Udon Thani,17.963,102.085
Lat Krathing,2408,Sanam Chai Khet,24,Chachoengsao,13.548,101.475
Chong Kum,2705,Watthana Nakhon,27,Sa kaeo,14.001,102.449
Phon Sawan,4810,Phon Sawan,48,Nakhon Phanom,17.444,104.504
Lamae,8605,Lamae,86,Chumphon,9.752,98.945
Huai Ton,3601,Mueang Chaiyaphum,36,Chaiyaphum,15.93,101.919
Sae-O,2705,Watthana Nakhon,27,Sa kaeo,13.974,102.518
Pong Thung,5017,Doi Tao,50,Chiang Mai,17.836,98.736
Bayao,4110,Wang Sam Mo,41,Udon Thani,17.084,103.405
Lalai,3304,Kantharalak,33,Si Sa Ket,14.444,104.547
Thung Khao Phuang,5004,Chiang Dao,50,Chiang Mai,19.552,98.906
Ta Phraya,2703,Ta Phraya,27,Sa kaeo,13.956,102.764
Saen To,5304,Nam Pat,53,Uttaradit,17.72,100.646
Fai Kaeo,5514,Phu Phiang,55,Nan,18.803,100.933
Hong Charoen,8602,Tha Sae,86,Chumphon,10.808,99.134
Ban Laeng,5201,Mueang Lampang,52,Lampang,18.526,99.691
Mae U Kho,5802,Khun Yuam,58,Mae Hong Son,18.884,98.046
Nam Suai,4201,Mueang Loei,42,Loei,17.613,101.852
Saphan Hin,2503,Na Di,25,Prachin Buri,14.152,101.665
Ban Klang,6703,Lom Sak,67,Phetchabun,16.642,101.298
Bo Thai,6707,Nong Phai,67,Phetchabun,16.129,101.276
Bung Kha,3508,Loeng Nok Tha,35,Yasothon,16.176,104.669
Bo Tham,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,15.912,99.738
Khlong Cha-Un,8410,Phanom,84,Surat Thani,8.727,98.865
Bo Kaeo,5008,Samoeng,50,Chiang Mai,18.791,98.604
Phuang Phromkhon,8414,Khian Sa,84,Surat Thani,8.665,99.227
Huai Mai,5406,Song,54,Phrae,18.418,100.089
Dan Chang,7203,Dan Chang,72,Suphan Buri,14.744,99.527
Sai Khao,2207,Soi Dao,22,Chanthaburi,13.086,102.197
Nong Bua,6004,Nong Bua,60,Nakhon Sawan,15.85,100.654
Chiang Klom,4204,Pak Chom,42,Loei,17.851,101.962
Phlu Thuean,8410,Phanom,84,Surat Thani,8.735,98.738
Nong Phon Ngam,3604,Kaset Sombun,36,Chaiyaphum,16.434,101.877
Patae,9505,Yaha,95,Yala,6.344,101.139
Phluang Thong,2010,Bo Thong,20,Chon Buri,13.217,101.626
Ba Hoi,9006,Saba Yoi,90,Songkhla,6.396,100.884
Mae Khaning,5507,Wiang Sa,55,Nan,18.718,100.552
Bu Hom,4203,Chiang Khan,42,Loei,17.958,101.78
Pa Hung,5705,Phan,57,Chiang Rai,19.495,99.648
Takuk Tai,8419,Chai Buri,84,Surat Thani,9.227,98.807
Mae Soi,5002,Chom Thong,50,Chiang Mai,18.222,98.721
Laem Thong,3614,Phakdi Chumphon,36,Chaiyaphum,16.014,101.379
Nong Lom,5605,Dok Khamtai,56,Phayao,18.925,100.096
Ang Thong,6201,Mueang Kamphaeng Phet,62,Kamphaeng Phet,16.267,99.465
Pang Makha,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,15.967,99.461
Khlong Pha,8407,Tha Chana,84,Surat Thani,9.685,98.865
Hang Dong,5016,Hot,50,Chiang Mai,18.16,98.483
Huai Bong,3008,Dan Khun Thot,30,Nakhon Ratchasima,15.161,101.486
Nong Waeng,3106,Lahan Sai,31,Buri Ram,14.268,102.935
